index,job_title,salary_estimate,Rating,company_name,Location,Size,founded,industry,sector,revenue,type_of_ownership
143,Software Engineer,$68K - $114K (Employer est.),4.2,ManTech International Corporation,"Chambersburg, PA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
144,"Software Engineer II (Frontend), Money",-1,4.0,Uber,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
145,"Software Engineer, TikTok Frontend",$95K - $193K (Employer est.),3.6,TikTok,"Mountain View, CA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
146,R0017329 Software Engineer,-1,2.9,"Epiq Systems, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
147,PHP Engineer,$80 - $90 Per Hour(Employer est.),-1,Venturi Group,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
148,Software Engineer,$78K - $120K (Employer est.),3.8,Liberty Mutual Insurance,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
149,Software Engineer,$130K - $180K (Employer est.),4.6,Flux Resources,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
150,"Software Engineer I, II, III, or Senior",$51K - $105K (Glassdoor est.),3.8,Alaska USA Federal Credit Union,"Anchorage, AK",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
151,Software Engineer,$85K - $113K (Employer est.),3.5,National Security Agency,"Fort Meade, MD",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
152,Software Engineer,-1,3.9,"Tyler Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
153,Sr. Software Engineer - Permanent Remote,-1,4.3,Xero,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
154,,-1,-1,Confidential,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
155,Software Engineer,$109K - $159K (Employer est.),4.3,Indeed,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
156,Software Engineer,$78K - $120K (Employer est.),3.8,Liberty Mutual Insurance,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
157,Full Stack Software Engineer (remote),$132K - $192K (Employer est.),4.3,Indeed,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
158,"Software Engineer II (Frontend), Money",-1,4.0,Uber,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
159,Principal Software Engineer,$167K - $243K (Employer est.),4.3,Indeed,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
160,Software Engineer II,$87 Per Hour(Employer est.),3.4,eQuest for CTG MAIN (Southeast),Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
161,R0017329 Software Engineer,-1,2.9,"Epiq Systems, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
162,Software Engineer,$130K - $180K (Employer est.),4.6,Flux Resources,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
163,Senior Software Engineer,$134K - $203K (Employer est.),5.0,Underdog.io,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
164,Frontend Staff Software Engineer,$159K - $231K (Employer est.),4.3,Indeed,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
165,"Software Engineer, TikTok Frontend",$95K - $193K (Employer est.),3.6,TikTok,"Mountain View, CA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
166,Software Engineer (Remote Available),$124K (Employer est.),4.0,Uber,"Louisville, CO",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
167,Senior Software Engineer,$97K - $140K (Employer est.),3.8,Liberty Mutual Insurance,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
168,Staff Software Engineer,$87K - $164K (Glassdoor est.),3.8,BP,"Lake Jackson, TX",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
169,Software Engineer - Online Classroom,$110K (Employer est.),3.9,The Princeton Review,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
170,Sr. Software Engineer,$88K - $167K (Glassdoor est.),3.7,Dow Jones,"Minneapolis, MN",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
171,Senior Software Engineer,-1,4.1,"RoadRunner Recycling, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
172,Software Engineer - Nationwide,-1,-1,"Sun West Mortgage Company, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
173,Software Engineer,$100K - $100K (Employer est.),4.1,Selby Jennings,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
174,"Software Integrity Engineer, Bluetooth",-1,4.3,Apple,"San Diego, CA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
175,Configuration Engineer,$78K - $127K (Employer est.),3.8,Liberty Mutual Insurance,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
176,Software Engineer,-1,4.5,Internal Data Resources,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
177,"2022266 Software Engineer $215,000.00",$215K (Employer est.),5.0,B4CORP,"Herndon, VA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
178,Backend Software Engineer - MX,$130K - $180K (Employer est.),-1,MX,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
179,Software Engineer,-1,4.0,ADP,"Roseland, NJ",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
180,"Software Engineer I, II, III, or Senior",$51K - $105K (Glassdoor est.),3.8,Alaska USA Federal Credit Union,"Anchorage, AK",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
181,Sr. Software Engineer (Remote),-1,4.4,CentralReach,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
182,Sr. Software Engineer,$115K - $140K (Employer est.),2.8,"The GEO Group, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
183,Software Engineer,$90K - $150K (Employer est.),-1,"NovoDynamics, Inc.","Detroit, MI",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
184,Software Engineer/PHP developer,$115K - $125K (Employer est.),3.8,Connecttel Inc.,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
185,Software Engineer,$115K - $135K (Employer est.),-1,Leaf Trade,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
186,Software Design Engineer 2 [MP2487],-1,4.3,"Akvelon, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
187,Senior Software Engineer,$80K - $150K (Employer est.),-1,Doradus Labs,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
188,Systems/Software Engineer - SaaS - Remote,$90K - $150K (Employer est.),4.0,Mutual of Omaha,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
189,Software Engineer,$110K (Employer est.),-1,ABOUT Healthcare,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
190,Software Engineer,$130K (Employer est.),-1,Bravely,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
191,Software Engineer – Backend,$77K - $168K (Glassdoor est.),4.1,PayPal,"Scottsdale, AZ",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
192,Software Engineer (Remote),$80K (Employer est.),3.4,OSMOSE UTILITIES SERVICES INC,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
193,Senior Software Engineer,$110K - $140K (Employer est.),3.7,New Visions for Public Schools,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
194,Software Design Engineer 1 - REMOTE,$84K - $151K (Glassdoor est.),3.9,eXcell,"Redmond, WA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
195,2022 Software Engineer,$98K - $211K (Glassdoor est.),4.1,Bloomberg,"New York, NY",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
196,Senior Software Engineer,$110K - $150K (Employer est.),4.1,OBMedia,"Chicago, IL",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
197,Software Engineer,$85K - $113K (Employer est.),3.5,National Security Agency,"Fort Meade, MD",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
198,C# or C++ Software Developer - Junior to Mid Level Software Engineer,$80K - $100K (Employer est.),-1,Strategic Employment Partners,"Windsor, CO",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
199,Software Engineer,-1,3.9,"Tyler Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
200,Front End Software Engineer,-1,-1,"Encyclopaedia Britannica, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
201,Software Engineer - Remote,-1,4.6,"Medisolv, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
202,Software Engineer,$80K - $105K (Employer est.),4.6,Creative Financial Staffing,"West Hartford, CT",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
203,Engineer I - Drake Software,-1,-1,Confidential,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
204,Sr. Software Engineer - Permanent Remote,-1,4.3,Xero,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
205,Software Engineer 3,$125K (Employer est.),3.4,Homecare Homebase,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
206,Embedded Software Engineer,-1,-1,Facebook App,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
207,Junior Mobile Engineer,$105K (Employer est.),-1,iNGAGED,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
208,Hardware/Software Design Engineer,$85K - $113K (Employer est.),3.5,National Security Agency,"Fort Meade, MD",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
209,Software Engineer,$65K - $109K (Glassdoor est.),3.7,Ecolab,"Saint Paul, MN",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
210,"Software Engineer I, II, III, or Senior",$66K - $126K (Glassdoor est.),3.8,Alaska USA Federal Credit Union,"Renton, WA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
211,Sr. Software Engineer (Remote),-1,4.4,CentralReach,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
212,Sr. Software Engineer,$115K - $140K (Employer est.),2.8,"The GEO Group, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
213,Software Engineer,$120K (Employer est.),-1,"Medicom Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
214,Software Engineer IV,-1,3.6,Astreya,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
215,Senior Software Engineer,$97K - $140K (Employer est.),-1,"240 Tutoring, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
216,Senior Software Engineer,$120K - $150K (Employer est.),-1,Retail Benefits,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
217,Software Engineer,$90K - $150K (Employer est.),-1,"NovoDynamics, Inc.","Detroit, MI",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
218,Software Engineer,$115K - $135K (Employer est.),-1,Leaf Trade,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
219,Software Engineer/PHP developer,$115K - $125K (Employer est.),3.8,Connecttel Inc.,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
220,Senior Software Engineer,$80K - $150K (Employer est.),-1,Doradus Labs,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
221,Software Engineer – Backend,$77K - $168K (Glassdoor est.),4.1,PayPal,"Scottsdale, AZ",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
222,Software Engineer,$110K (Employer est.),-1,ABOUT Healthcare,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
223,Software Engineer,$130K (Employer est.),-1,Bravely,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
224,Systems/Software Engineer - SaaS - Remote,$90K - $150K (Employer est.),4.0,Mutual of Omaha,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
225,Software Engineer (Remote),$80K (Employer est.),3.4,OSMOSE UTILITIES SERVICES INC,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
226,Senior Software Engineer,$81K - $137K (Glassdoor est.),3.9,"Tyler Technologies, Inc.","Yarmouth, ME",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
227,Senior Software Engineer,$110K - $140K (Employer est.),3.7,New Visions for Public Schools,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
228,Software Design Engineer 1 - REMOTE,$84K - $151K (Glassdoor est.),3.9,eXcell,"Redmond, WA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
229,2022 Software Engineer,$98K - $211K (Glassdoor est.),4.1,Bloomberg,"New York, NY",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
230,Software Engineer,-1,3.9,"Tyler Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
231,Senior Software Engineer,$110K - $150K (Employer est.),4.1,OBMedia,"Los Angeles, CA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
232,Front End Software Engineer,-1,-1,"Encyclopaedia Britannica, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
233,Software Engineer,$85K - $113K (Employer est.),3.5,National Security Agency,"Fort Meade, MD",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
234,Engineer I - Drake Software,-1,-1,Confidential,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
235,Software Engineer,$80K - $115K (Employer est.),-1,Hospice Tools,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
236,Software Engineer - Remote,-1,4.6,"Medisolv, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
237,Sr. Software Engineer - Permanent Remote,-1,4.3,Xero,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
238,Software Engineer,$65K - $109K (Glassdoor est.),3.7,Ecolab,"Saint Paul, MN",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
239,Software Engineer 3,$125K (Employer est.),3.4,Homecare Homebase,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
240,"Software Engineer I, II, III, or Senior",$51K - $105K (Glassdoor est.),3.8,Alaska USA Federal Credit Union,"Anchorage, AK",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
241,Senior Software Engineer,$120K - $160K (Employer est.),-1,"Prime Trust, LLC",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
242,Sr. Software Engineer (Remote),-1,4.4,CentralReach,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
243,Sr. Software Engineer,$115K - $140K (Employer est.),2.8,"The GEO Group, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
244,Software Engineer,-1,-1,"Intelon Optics, Inc.","Lexington, MA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
245,Software Engineer,$120K (Employer est.),-1,"Medicom Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
246,Software Engineer IV,-1,3.6,Astreya,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
247,Senior Software Engineer,$97K - $140K (Employer est.),-1,"240 Tutoring, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
248,Senior Software Engineer,$120K - $150K (Employer est.),-1,Retail Benefits,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
249,Software Engineer,$115K - $135K (Employer est.),-1,Leaf Trade,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
250,Software Engineer/PHP developer,$115K - $125K (Employer est.),3.8,Connecttel Inc.,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
251,Software Engineer,$90K - $150K (Employer est.),-1,"NovoDynamics, Inc.","Detroit, MI",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
252,Senior Software Engineer,$80K - $150K (Employer est.),-1,Doradus Labs,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
253,Software Design Engineer 2 [MP2487],-1,4.3,"Akvelon, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
254,Software Engineer,$130K (Employer est.),-1,Bravely,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
255,Software Engineer – Backend,$77K - $168K (Glassdoor est.),4.1,PayPal,"Scottsdale, AZ",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
256,Software Engineer,$110K (Employer est.),-1,ABOUT Healthcare,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
257,Systems/Software Engineer - SaaS - Remote,$90K - $150K (Employer est.),4.0,Mutual of Omaha,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
258,Software Engineer (Remote),$80K (Employer est.),3.4,OSMOSE UTILITIES SERVICES INC,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
259,2022 Software Engineer,$98K - $211K (Glassdoor est.),4.1,Bloomberg,"New York, NY",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
260,Senior Software Engineer,$110K - $140K (Employer est.),3.7,New Visions for Public Schools,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
261,Software Design Engineer 1 - REMOTE,$84K - $151K (Glassdoor est.),3.9,eXcell,"Redmond, WA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
262,Senior Software Engineer,$81K - $137K (Glassdoor est.),3.9,"Tyler Technologies, Inc.","Yarmouth, ME",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
263,Senior Software Engineer,$110K - $150K (Employer est.),4.1,OBMedia,"Los Angeles, CA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
264,Associate Software Engineer,$65K - $114K (Glassdoor est.),3.7,Epsilon,"New York, NY",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
265,Software Engineer,$60 Per Hour(Employer est.),-1,Total Presence Management,"Phoenix, AZ",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
266,Software Engineer,-1,3.9,"Tyler Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
267,Front End Software Engineer,-1,-1,"Encyclopaedia Britannica, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
268,Software Engineer,$85K - $113K (Employer est.),3.5,National Security Agency,"Fort Meade, MD",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
269,Engineer I - Drake Software,-1,-1,Confidential,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
270,"Software Engineer I, II, III, or Senior",$66K - $126K (Glassdoor est.),3.8,Alaska USA Federal Credit Union,"Renton, WA",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
271,Sr. Software Engineer,-1,4.0,Tang and Company,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
272,Remote Embedded Senior Software Engineer,$73K - $120K (Glassdoor est.),4.0,Whirlpool Corporation,"Benton Harbor, MI",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
273,Sr. Software Engineer,-1,-1,"Merriam-Webster, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
274,Senior Software Engineer I,-1,4.2,FINALSITE,,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
275,Senior C++ Software Engineer- Remote Opportunity (US Only),-1,4.5,Wolverine Trading,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
276,Sr. Software Engineer (Remote),-1,4.4,CentralReach,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
277,Senior Software Engineer,$120K - $160K (Employer est.),-1,"Prime Trust, LLC",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
278,"Senior Software Engineer, Maitland, FL",-1,-1,Brook Consultants Inc,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
279,Sr. Software Engineer,$115K - $140K (Employer est.),2.8,"The GEO Group, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
280,Software Engineer,$120K (Employer est.),-1,"Medicom Technologies, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
281,Senior Software Engineer,$97K - $140K (Employer est.),-1,"240 Tutoring, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
282,Senior Software Engineer,$120K - $150K (Employer est.),-1,Retail Benefits,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
283,Software Design Engineer 3 [MP2484],-1,4.3,"Akvelon, Inc.",Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
284,Senior Software Engineer,$140K - $165K (Employer est.),-1,Dwell,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
285,Senior Software Engineer,$80K - $150K (Employer est.),-1,Doradus Labs,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
286,Software Engineer,$115K - $135K (Employer est.),-1,Leaf Trade,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
287,Software Engineer/PHP developer,$115K - $125K (Employer est.),3.8,Connecttel Inc.,Remote,10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
288,Software Engineer,$90K - $150K (Employer est.),-1,"NovoDynamics, Inc.","Detroit, MI",10000+ Employees,1927,Food & Beverage Stores,Food & Beverage Stores,$1 to $2 billion (USD),Company - Private
