index,job_title,salary_estimate,Rating,company_name,Location,Size,founded,industry,sector,revenue,type_of_ownership
200,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
201,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
202,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
203,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
204,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
205,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
206,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
207,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
208,Machine Learning Petroleum Engineer,-1,3.9,Leidos,"Albany, OR",10000+ Employees,1969,Aerospace & Defense,Aerospace & Defense,$10+ billion (USD),Company - Public
209,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
210,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
211,"Data Scientist, Pricing",$67K - $139K (Glassdoor est.),2.9,GameStop,"Seattle, WA",10000+ Employees,2000,Toy & Hobby Stores,Toy & Hobby Stores,$5 to $10 billion (USD),Company - Public
212,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
213,Data Scientist,,-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
214,Machine Learning Scientist,-1,-1,"Prenosis, Inc.",Remote,-1,-1,-1,-1,-1,-1
215,Senior Data Scientist,$150K (Employer est.),3.0,Innovative Precision Health,Remote,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
216,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
217,Data Scientist (Trust & Standards) - FreeWheel,$58K - $152K (Glassdoor est.),3.8,Comcast,"New York, NY",10000+ Employees,1963,Telecommunications Services,Telecommunications Services,$10+ billion (USD),Company - Public
218,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
219,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
220,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
221,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
222,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
223,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
224,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
225,Data Scientist,$92K - $149K (Glassdoor est.),3.7,Betacom,"Bellevue, WA",201 to 500 Employees,1991,Telecommunications Services,Telecommunications Services,$100 to $500 million (USD),Company - Private
226,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
227,Data Scientist,$68K - $124K (Glassdoor est.),3.5,Bloomingdale’s,"Long Island City, NY",10000+ Employees,1861,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$1 to $2 billion (USD),Subsidiary or Business Segment
228,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
229,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
230,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
231,Statistician/ Sampling Specialist,$59K - $147K (Employer est.),-1,"Key Associates, P.C",Remote,-1,-1,-1,-1,-1,-1
232,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
233,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
234,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
235,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
236,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
237,Senior Data Scientist [WFH],$100K - $150K (Employer est.),-1,Hyphen,Remote,-1,-1,-1,-1,-1,-1
238,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
239,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
240,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
241,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
242,"Data Scientist, Pricing",$67K - $139K (Glassdoor est.),2.9,GameStop,"Seattle, WA",10000+ Employees,2000,Toy & Hobby Stores,Toy & Hobby Stores,$5 to $10 billion (USD),Company - Public
243,Data Scientist,,4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
244,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
245,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
246,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
247,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
248,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
249,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
250,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
251,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
252,Statistician/ Sampling Specialist,$59K - $147K (Employer est.),-1,"Key Associates, P.C",Remote,-1,-1,-1,-1,-1,-1
253,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
254,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
255,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
256,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
257,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
258,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
259,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
260,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
261,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
262,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
263,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
264,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
265,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
266,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
267,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
268,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
269,Data Engineer,-1,-1,"Prenosis, Inc.",Remote,-1,-1,-1,-1,-1,-1
270,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
271,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
272,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
273,Data Scientist,,4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
274,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
275,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
276,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
277,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
278,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
279,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
280,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
281,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
282,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
283,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
284,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
285,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
286,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
287,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
288,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
289,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
290,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
291,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
292,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
293,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
294,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
295,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
296,"AI/ML - Annotation Analyst, Spanish Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
297,Data Scientist,-1,-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
298,Data Scientist (Remote - US),-1,3.4,Bon Secours Mercy Health,Ohio,10000+ Employees,2018,Health Care Services & Hospitals,Health Care Services & Hospitals,$5 to $10 billion (USD),Nonprofit Organization
299,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
300,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
301,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
302,"Data Scientist, Pricing",$67K - $139K (Glassdoor est.),2.9,GameStop,"Seattle, WA",10000+ Employees,2000,Toy & Hobby Stores,Toy & Hobby Stores,$5 to $10 billion (USD),Company - Public
303,Data Scientist,,4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
304,Data Scientist,$65K (Employer est.),-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
305,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
306,Senior Data Scientist,$150K (Employer est.),3.0,Innovative Precision Health,Remote,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
307,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
308,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
309,Data Scientist,$67K - $121K (Glassdoor est.),4.0,Dealerware,"Austin, TX",51 to 200 Employees,2016,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Company - Private
310,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
311,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
312,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
313,Data Scientist,-1,4.8,Density Inc.,Remote,-1,-1,-1,-1,-1,-1
314,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
315,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
316,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
317,Statistician/ Sampling Specialist,$59K - $147K (Employer est.),-1,"Key Associates, P.C",Remote,-1,-1,-1,-1,-1,-1
318,"AI/ML - Annotation Analyst, Spanish Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
319,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
320,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
321,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
322,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
323,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
324,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
325,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
326,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
327,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
328,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
329,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
330,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
331,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
332,Data Scientist,$71K - $116K (Glassdoor est.),4.2,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,Biotech & Pharmaceuticals
333,"Data Scientist, Pricing",,2.9,GameStop,"Seattle, WA",10000+ Employees,2000,Toy & Hobby Stores,Toy & Hobby Stores,$5 to $10 billion (USD),Company - Public
334,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
335,Data Scientist,$65K (Employer est.),-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
336,Senior Data Scientist,$150K (Employer est.),3.0,Innovative Precision Health,Remote,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
337,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
338,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
339,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
340,Data Scientist,$67K - $121K (Glassdoor est.),4.0,Dealerware,"Austin, TX",51 to 200 Employees,2016,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Company - Private
341,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
342,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
343,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
344,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
345,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
346,Statistician/ Sampling Specialist,$59K - $147K (Employer est.),-1,"Key Associates, P.C",Remote,-1,-1,-1,-1,-1,-1
347,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
348,Data Scientist,$92K - $149K (Glassdoor est.),3.7,Betacom,"Bellevue, WA",201 to 500 Employees,1991,Telecommunications Services,Telecommunications Services,$100 to $500 million (USD),Company - Private
349,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
350,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
351,"AI/ML - Annotation Analyst, Spanish Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
352,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
353,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
354,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
355,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
356,Machine Learning Engineer,$80K - $125K (Employer est.),-1,Vadum Inc,"Raleigh, NC",-1,-1,-1,-1,-1,-1
357,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
358,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
359,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
360,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
361,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
362,Data Scientist,$65K (Employer est.),-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
363,Data Scientist,,4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
364,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
365,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
366,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
367,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
368,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
369,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
370,Statistician/ Sampling Specialist,$59K - $147K (Employer est.),-1,"Key Associates, P.C",Remote,-1,-1,-1,-1,-1,-1
371,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
372,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
373,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
374,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Washington, DC",-1,-1,-1,-1,-1,-1
