index,job_title,salary_estimate,Rating,company_name,Location,Size,founded,industry,sector,revenue,type_of_ownership
375,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
376,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
377,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
378,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
379,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
380,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
381,"AI/ML - Annotation Analyst, Spanish Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
382,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
383,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
384,Data Engineer,-1,-1,"Prenosis, Inc.",Remote,-1,-1,-1,-1,-1,-1
385,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
386,Data Science Engineer,$85K - $95K (Employer est.),3.7,M-Tech Systems USA,Remote,51 to 200 Employees,Company - Public,Information Technology,Information Technology,-1,Computer Hardware & Software
387,Data Scientist (Remote - US),-1,3.4,Bon Secours Mercy Health,Ohio,10000+ Employees,2018,Health Care Services & Hospitals,Health Care Services & Hospitals,$5 to $10 billion (USD),Nonprofit Organization
388,Data Engineer,$90K - $130K (Employer est.),-1,Synergis,Remote,-1,-1,-1,-1,-1,-1
389,Junior Data Scientist,$40K - $75K (Employer est.),-1,"Arbor Research & Trading, LLC","Lake Barrington, Lake, IL",-1,-1,-1,-1,-1,-1
390,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
391,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
392,Data Scientist,$71K - $116K (Glassdoor est.),4.2,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,Biotech & Pharmaceuticals
393,"Data Scientist, Pricing",,2.9,GameStop,"Seattle, WA",10000+ Employees,2000,Toy & Hobby Stores,Toy & Hobby Stores,$5 to $10 billion (USD),Company - Public
394,Data Scientist,$65K (Employer est.),-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
395,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
396,Machine Learning Scientist,-1,-1,"Prenosis, Inc.",Remote,-1,-1,-1,-1,-1,-1
397,Senior Data Scientist,$150K (Employer est.),3.0,Innovative Precision Health,Remote,1 to 50 Employees,Company - Private,-1,-1,-1,Unknown / Non-Applicable
398,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
399,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
400,Data Scientist,$67K - $121K (Glassdoor est.),4.0,Dealerware,"Austin, TX",51 to 200 Employees,2016,Enterprise Software & Network Solutions,Enterprise Software & Network Solutions,Unknown / Non-Applicable,Company - Private
401,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
402,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
403,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
404,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
405,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
406,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
407,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
408,Jr. Data Scientist - Customer Analytics,$67K - $131K (Glassdoor est.),3.0,Lidl US,"Arlington, VA",10000+ Employees,1994,Grocery Stores & Supermarkets,Grocery Stores & Supermarkets,$10+ billion (USD),Company - Private
409,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
410,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
411,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
412,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
413,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
414,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
415,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
416,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
417,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
418,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
419,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
420,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
421,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
422,Data Scientist,$71K - $116K (Glassdoor est.),4.2,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,Biotech & Pharmaceuticals
423,Data Scientist,,-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
424,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
425,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
426,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
427,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
428,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
429,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
430,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
431,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
432,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
433,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
434,Jr. Data Scientist - Customer Analytics,$67K - $131K (Glassdoor est.),3.0,Lidl US,"Arlington, VA",10000+ Employees,1994,Grocery Stores & Supermarkets,Grocery Stores & Supermarkets,$10+ billion (USD),Company - Private
435,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
436,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
437,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
438,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
439,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
440,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
441,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
442,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
443,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
444,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
445,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
446,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
447,Human Genetics Data Scientist,$80K - $155K (Glassdoor est.),4.2,Novartis,"Cambridge, MA",Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
448,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
449,Data Scientist,-1,-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
450,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",,Company - Public
451,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
452,Data Scientist,$71K - $116K (Glassdoor est.),4.2,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,Company - Public,Biotech & Pharmaceuticals,Biotech & Pharmaceuticals,-1,Biotech & Pharmaceuticals
453,Data Scientist,,-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
454,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
455,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
456,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
457,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
458,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
459,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
460,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
461,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
462,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
463,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
464,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
465,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
466,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Washington, DC",-1,-1,-1,-1,-1,-1
467,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
468,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
469,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
470,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
471,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
472,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
473,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
474,Human Genetics Data Scientist,$80K - $155K (Glassdoor est.),4.2,Novartis,"Cambridge, MA",Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
475,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
476,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
477,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
478,Data Scientist,-1,-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
479,Data Scientist,$70K - $90K (Employer est.),3.1,Alliance Credit Union,"Lubbock, TX",51 to 200 Employees,Company - Private,Finance,Finance,-1,Banks & Credit Unions
480,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
481,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
482,Data Scientist,$71K - $116K (Glassdoor est.),4.2,Akoya Biosciences,"Marlborough, MA",51 to 200 Employees,Company - Public,,Biotech & Pharmaceuticals,-1,Biotech & Pharmaceuticals
483,Data Scientist,,-1,Opanga Networks,"Seattle, WA",-1,-1,-1,-1,-1,-1
484,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
485,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
486,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
487,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
488,Data Scientist I - 637,-1,-1,"O'Neil Global Advisors, Inc.","Austin, TX",-1,-1,-1,-1,-1,-1
489,Data Scientist/ Engineer,-1,-1,BlueChew,"Chicago, IL",-1,-1,-1,-1,-1,-1
490,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
491,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
492,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
493,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
494,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
495,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
496,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
497,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
498,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
499,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Reston, VA",-1,-1,-1,-1,-1,-1
500,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
501,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
502,Human Genetics Data Scientist,$80K - $155K (Glassdoor est.),4.2,Novartis,"Cambridge, MA",Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
503,Machine Learning Engineer,$80 - $95 Per Hour(Employer est.),-1,Summit Tech Partners,Remote,-1,-1,-1,-1,-1,-1
504,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
505,Statistician,$33 - $39 Per Hour(Employer est.),-1,Sciome LLC,"Research Triangle Park, NC",-1,-1,-1,-1,-1,-1
506,Data Scientist,$140K - $150K (Employer est.),-1,3-Point Recruiting,Remote,-1,-1,-1,-1,-1,-1
507,"Staff Data Scientist, Customer Analytics",$94K - $164K (Glassdoor est.),4.5,Intuit,"San Diego, CA",5001 to 10000 Employees,1983,Computer Hardware & Software,Computer Hardware & Software,$5 to $10 billion (USD),Company - Public
508,Data Scientist,$81K - $158K (Glassdoor est.),3.7,TJX Companies,"Framingham, MA",10000+ Employees,1976,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
509,Data Scientist,-1,-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
510,Information Technology/Data Scientist,$44K - $58K (Employer est.),-1,Endodontic SuperSystems,"Fresno, CA",-1,-1,-1,-1,-1,-1
511,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
512,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
513,Data Scientist,-1,-1,Orion Solutions Group,"Detroit, MI",-1,-1,-1,-1,-1,-1
514,Data Scientist,$80K - $100K (Employer est.),4.0,"Continental Finance Company, LLC","Wilmington, DE",51 to 200 Employees,2005,Lending,Lending,$5 to $10 million (USD),Company - Private
515,Statistician,$24 - $30 Per Hour(Employer est.),-1,"Psychology Software Tools, Inc","Sharpsburg, PA",-1,-1,-1,-1,-1,-1
516,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
517,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
518,Machine Learning Scientist,$88K - $180K (Glassdoor est.),4.9,Sense,"Cambridge, MA",1 to 50 Employees,2013,Computer Hardware & Software,Computer Hardware & Software,Unknown / Non-Applicable,Company - Private
519,Data Scientist,$78K - $133K (Glassdoor est.),4.5,PowerAdvocate,"Boston, MA",51 to 200 Employees,1999,Energy,Energy,Unknown / Non-Applicable,Company - Public
520,Data Scientist,$100K - $125K (Employer est.),-1,"VoltaGrid, LLC",Remote,-1,-1,-1,-1,-1,-1
521,Data Scientist - Innovation in Analytical Chemistry,$95K (Employer est.),4.0,Firmenich,"Plainsboro, NJ",5001 to 10000 Employees,1895,Chemical Manufacturing,Chemical Manufacturing,$2 to $5 billion (USD),Company - Private
522,Data Scientist (Health Care),$33 - $50 Per Hour(Employer est.),3.4,Vinformatix,Remote,1 to 50 Employees,2008,Computer Hardware & Software,Computer Hardware & Software,$1 to $5 million (USD),Company - Private
523,Geospatial Data Scientist,$145K - $175K (Employer est.),-1,EpochGeo,"Washington, DC",-1,-1,-1,-1,-1,-1
524,Data Scientist,$57K - $80K (Employer est.),-1,Miller Bros Solar,Remote,-1,-1,-1,-1,-1,-1
525,Data Scientist,$63K - $120K (Glassdoor est.),3.3,Cyient,"Phoenix, AZ",10000+ Employees,1991,IT Services,IT Services,$100 to $500 million (USD),Company - Public
526,Human Genetics Data Scientist,$80K - $155K (Glassdoor est.),4.2,Novartis,"Cambridge, MA",Unknown,Company - Public,-1,-1,-1,Unknown / Non-Applicable
527,"AI/ML - Annotation Analyst, Russian Language",-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
528,AI/ML Annotation Analyst - Brazilian Portuguese Language,-1,4.3,Apple,"Austin, TX",10000+ Employees,1976,Computer Hardware & Software,Computer Hardware & Software,$10+ billion (USD),Company - Public
529,Data Scientist,-1,-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
530,Junior Data Scientist,$40K - $75K (Employer est.),-1,"Arbor Research & Trading, LLC","Lake Barrington, Lake, IL",-1,-1,-1,-1,-1,-1
531,Data Science Engineer,$85K - $95K (Employer est.),3.7,M-Tech Systems USA,Remote,51 to 200 Employees,Company - Public,Information Technology,Information Technology,-1,Computer Hardware & Software
532,Remote Data Scientist,-1,3.6,City of Hope,California,5001 to 10000 Employees,1913,Health Care Services & Hospitals,Health Care Services & Hospitals,$100 to $500 million (USD),Nonprofit Organization
533,Jr. Data Scientist,$60K - $91K (Employer est.),-1,Event Dynamic,"Dallas, TX",-1,-1,-1,-1,-1,-1
534,Predictive Modeler,$75K - $125K (Employer est.),3.4,Lancer Insurance Company,Remote,201 to 500 Employees,1985,Insurance Carriers,Insurance Carriers,$100 to $500 million (USD),Company - Private
535,"EXPERT DATA SCIENTIST (OPERATIONS RESEARCH EMPHASIS) Open to remote work, except the following locations: CO, SD, VT, and WV",-1,4.1,NIKE INC,"Warren, OR",10000+ Employees,1972,Consumer Products Manufacturing,Consumer Products Manufacturing,$10+ billion (USD),Company - Public
536,Data Scientist - SQL/Tableau,$66K - $128K (Glassdoor est.),4.5,Ursus,"Seattle, WA",51 to 200 Employees,2015,IT Services,IT Services,Unknown / Non-Applicable,Company - Private
537,Data Scientist,-1,3.6,TikTok,"Mountain View, CA",501 to 1000 Employees,2016,Internet,Internet,Unknown / Non-Applicable,Company - Private
538,Data Scientist,$125K (Employer est.),-1,PAIIR Solutions,"Suffern, NY",-1,-1,-1,-1,-1,-1
539,Data Scientist,$160K (Employer est.),5.0,Engtal,Remote,1 to 50 Employees,2017,Staffing & Outsourcing,Staffing & Outsourcing,$5 to $10 million (USD),Company - Private
540,"Data Scientist 1, People Analytics (remote position)",$62K - $123K (Glassdoor est.),3.7,Nordstrom Inc,"Seattle, WA",10000+ Employees,1901,"Department, Clothing, & Shoe Stores","Department, Clothing, & Shoe Stores",$10+ billion (USD),Company - Public
541,Data Scientist,$150K (Employer est.),4.3,American Capital Group,"Bellevue, WA",51 to 200 Employees,1986,Real Estate,Real Estate,Unknown / Non-Applicable,Company - Private
542,Data Scientist,$100K - $125K (Employer est.),4.5,Sightly,Remote,1 to 50 Employees,Company - Public,Business Services,Business Services,-1,Advertising & Marketing
543,"EXPERT DATA SCIENTIST (OPERATIONS RESEARCH EMPHASIS) Open to remote work, except the following locations: CO, SD, VT, and WV",-1,4.1,NIKE INC,"Warren, OR",10000+ Employees,1972,Consumer Products Manufacturing,Consumer Products Manufacturing,$10+ billion (USD),Company - Public
544,Data Scientist,$35 - $75 Per Hour(Employer est.),-1,MetLife Legal Plans,Remote,-1,-1,-1,-1,-1,-1
545,Data Scientist,-1,4.8,Density Inc.,Remote,1 to 50 Employees,2014,Internet,Internet,Unknown / Non-Applicable,Company - Private
